user,level,5K,5KYear,10K,10KYear,half,halfYear,marathon,marathonYear,distance,activities,time,elevation,marathonRecord,marathonTrainDis3,marathonTrainPace3,marathonTrainPaceSec3,marathonTrainDays3,marathonTrainDis12,marathonTrainPace12,marathonTrainPaceSec12,marathonTrainDays12,marathonDate,halfRecord,halfTrainDis3,halfTrainPace3,halfTrainPaceSec3,halfTrainDays3,halfTrainDis12,halfTrainPace12,halfTrainPaceSec12,halfTrainDays12,halfDate,10KRecord,10KTrainDis3,10KTrainPace3,10KTrainPaceSec3,10KTrainDays3,10KTrainDis12,10KTrainPace12,10KTrainPaceSec12,10KTrainDays12,10KDate,5KRecord,5KTrainDis3,5KTrainPace3,5KTrainPaceSec3,5KTrainDays3,5KTrainDis12,5KTrainPace12,5KTrainPaceSec12,5KTrainDays12,5KDate
Michelozzo,14,22:40,2017,44:54,2010,1:49:14,2016,3:45:00,2012,986 mi,81,281 hrs,"223,087 ft",3:58:16.665999999999258,0,0,0,0,0,0,0,0,null,1:50:28,0,0,0,0,0,0,0,0,null,0:30:4.569999999999936,0,0,0,0,0,0,0,0,null,0:13:13,0,0,0,0,0,0,0,0,null
Babyiron,0,6:52.6,2015,14:35,2015,34:45,2015,1:10:47,2015,,,,,3:53:50.26000000000022,0,0,0,0,0,0,0,0,null,1:52:50.100000000000364,0,0,0,0,0,0,0,0,null,0:47:10.278999999999996,0,0,0,0,0,0,0,0,null,0:28:51.52600000000007,0,0,0,0,0,0,0,0,null
andreabissioni,3,17:21,2017,37:00,2015,1:21:18,2017,2:55:40,2017,"2,174 mi",300,249 hrs,"66,993 ft",2:55:39.60200000000077,183.60140782430605,6:49.3297829430436,409.3297829430436,72,119.1864294164423,6:56.71257555754164,416.71257555754164,188,2017-10-29,1:19:52.0600000000004,0,0,0,0,0,0,0,0,null,0:37:49.28699999999981,0,0,0,0,0,0,0,0,null,0:18:17.010999999999967,0,0,0,0,0,0,0,0,null
marol23,2,19:09,2017,40:57,2010,1:25:51,2012,3:27:32,2012,"3,314 mi",312,314 hrs,"167,582 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:32:43.20600000000013,0,0,0,0,0,0,0,0,null,0:41:25.29296875,0,0,0,0,0,0,0,0,null,0:19:39.422000000000025,0,0,0,0,0,0,0,0,null
bigfriend74,14,20:26,2015,43:19,2016,1:38:03,2017,3:44:42,2017,"3,843 mi",375,481 hrs,"124,297 ft",3:44:41.50799999999981,65.75414542995887,8:23.41375586293327,503.4137558629333,19,47.92114503469137,8:12.946305370220273,492.9463053702203,62,2017-10-15,1:37:15.418999999999869,85.79349505594428,8:12.865284317422208,492.8652843174222,79,40.099794532748426,8:5.590582451264254,485.59058245126425,125,2016-08-13,0:43:19.40000000000009,60.20718638282358,7:58.36329399070837,478.36329399070837,45,22.389418954353957,8:1.621438620215315,481.6214386202153,61,2016-05-28,0:22:12.80099999999993,0,0,0,0,0,0,0,0,null
giuseppe.candeloro,14,22:26,2013,37:29,2013,1:17:46,2014,2:53:22,2015,"4,456 mi",344,353 hrs,"160,709 ft",2:53:22.203999999999724,135.452363494766,6:48.04740924388312,408.0474092438831,58,41.49613865622792,7:15.403103527727467,435.40310352772747,78,2015-12-20,1:17:46.001000000000204,95.77710117190897,7:8.798966532570319,428.7989665325703,44,70.92061031230195,7:9.178628271340074,429.1786282713401,162,2014-04-13,0:36:6.032000000000153,0,0,0,0,0,0,0,0,null,0:19:48.5550537109375,0,0,0,0,0,0,0,0,null
gianluca.vernacotola,14,20:10,2017,40:49,2017,1:27:13,2017,3:16:51,2017,"7,434 mi",320,603 hrs,"375,029 ft",3:11:52.06999999999971,0,0,0,0,0,0,0,0,null,1:29:54.9350000000004,0,0,0,0,0,0,0,0,null,0:50:8.10498046875,0,0,0,0,0,0,0,0,null,0:24:30.030029296875,0,0,0,0,0,0,0,0,null
marcofars,14,21:00,2017,43:43,2017,1:34:14,2017,3:24:00,2016,"4,090 mi",207,331 hrs,"226,240 ft",3:25:21.443999999999505,18.353478279932173,8:8.149759063470015,488.14975906347,9,64.53171233054405,8:4.786725474854848,484.78672547485485,84,2017-11-26,1:34:13,73.43175877481868,8:1.7806435562575302,481.78064355625753,22,100.11738507711236,8:18.3959267237571,498.3959267237571,123,2017-02-19,0:44:57,0,0,0,0,0,0,0,0,null,0:29:4.701999999999998,0,0,0,0,0,0,0,0,null
domenicodrogo,14,18:35,2017,,,,,3:13:32,2017,"2,727 mi",350,390 hrs,"161,450 ft",3:13:32.21875,245.6000306462976,8:24.88031480598562,504.8803148059856,89,221.51451940759034,8:56.074981366946986,536.074981366947,354,2017-04-02,1:29:23.40283203125,0,0,0,0,0,0,0,0,null,0:42:59.59299999999985,0,0,0,0,0,0,0,0,null,0:19:43.243999999999915,0,0,0,0,0,0,0,0,null
BR.UNO,0,22:25,2014,42:44,2017,1:40:23,2014,3:29:22,2016,"1,028 mi",149,146 hrs,"46,675 ft",3:29:21.599609375,148.5500122284213,8:24.847386176286875,504.8473861762869,56,116.42594997737496,8:53.33937029983713,533.3393702998371,198,2016-11-27,1:39:53.60009765625,125.56139514789771,8:20.548588583915944,500.54858858391594,49,117.92302195961186,8:46.71024733662114,526.7102473366211,195,2017-05-07,0:42:44.22412109375,132.24879705514954,8:19.128244290188945,499.12824429018895,53,118.20406422198319,8:44.89439474171684,524.8943947417168,195,2017-03-27,0:23:15.6219482421875,0,0,0,0,0,0,0,0,null
Gatto80,1,19:23,2017,38:24,2017,1:26:46,2017,3:06:03,2017,"1,537 mi",193,191 hrs,"79,580 ft",3:6:3.175999999999476,169.664102072058,7:23.303334915560583,443.3033349155606,61,126.42141293569352,7:34.56600962683228,454.5660096268323,189,2017-11-19,1:26:45.95499999999993,120.44165115014802,7:50.31233389655847,470.31233389655847,44,110.84331157420316,8:21.17265210155108,501.1726521015511,163,2017-03-12,0:38:23.69399999999996,168.6337479936457,7:24.654504201731413,444.6545042017314,59,127.55407911677518,7:35.587449893667724,455.5874498936677,189,2017-11-12,0:19:23.0240478515625,102.06053004312099,7:16.21888278610328,436.2188827861033,41,107.3563536835352,8:0.09666495091624938,480.09666495091625,163,2017-06-02
Adrix,12,19:25,2014,38:59,2013,1:26:20,2013,3:10:47,2014,656 mi,126,81 hrs,"15,748 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:30:6.927999999999884,0,0,0,0,0,0,0,0,null,0:40:51.40299999999979,0,0,0,0,0,0,0,0,null,0:20:25,0,0,0,0,0,0,0,0,null
Gianni.Mero,4,,,39:25,2017,1:31:23,2016,3:37:02,2016,500 mi,142,65 hrs,"5,063 ft",3:37:1.5,102.64308764255328,7:42.71103514274506,462.71103514274506,34,58.85521445644385,7:39.68278398433762,459.6827839843376,87,2016-04-10,1:31:23.475000000000364,79.28245947614137,7:35.64135588155284,455.64135588155284,27,48.874776305814805,7:36.60251435964011,456.6025143596401,73,2016-03-06,0:39:25.074999999999818,85.58341273913588,7:31.091764366639552,451.09176436663955,92,66.6250858723039,7:45.950854048486974,465.950854048487,174,2017-04-30,0:21:20.9749755859375,0,0,0,0,0,0,0,0,null
CarlaRemistani,0,22:13,2018,46:19,2017,1:43:11,2017,3:38:27,2016,"2,144 mi",232,322 hrs,"130,337 ft",3:38:57.173000000000684,36.51603348784802,8:43.5621955771561,523.5621955771561,10,24.449595797034807,9:18.536435395365515,558.5364353953655,27,2016-12-18,1:43:10.98700000000008,27.589724151929776,8:44.10568709226936,524.1056870922694,6,31.34428243876371,9:10.894341482152754,550.8943414821528,32,2017-02-26,0:46:41.5300000000002,62.47423995758095,9:21.162995987956947,561.162995987957,16,21.004638029668477,9:28.482370407938447,568.4823704079384,23,2016-10-09,0:34:14.027999999999793,0,0,0,0,0,0,0,0,null
dante71,6,20:58,2014,43:08,2014,1:38:22,2014,4:19:49,2017,"1,344 mi",288,202 hrs,"15,964 ft",4:19:49.3408203125,158.2304961454178,8:36.961997377361286,516.9619973773613,71,119.81482729980418,8:42.96356451679537,522.9635645167954,277,2017-04-02,1:39:5.920000000000073,128.75734151888352,8:40.275342825211624,520.2753428252116,88,117.18311543862713,8:36.32034564190042,516.3203456419004,301,2015-12-06,0:44:11.539999999999964,0,0,0,0,0,0,0,0,null,0:21:34.289999999999964,0,0,0,0,0,0,0,0,null
MassiBDFC,0,,,39:10,2014,1:25:07,2013,3:06:29,2013,226 mi,35,29 hrs,"1,647 ft",2:0:4.485999999999876,0,0,0,0,0,0,0,0,null,0:55:49.146999999999935,0,0,0,0,0,0,0,0,null,0:39:10.190000000000055,123.05468494331011,7:27.10561020367794,447.10561020367794,47,127.31518407131698,7:31.86368580441888,451.8636858044189,198,2014-02-23,0:21:7.769999999999982,0,0,0,0,0,0,0,0,null
diveandrea,1,17:20,2016,39:00,2016,1:24:47,2017,3:11:36,2015,"3,144 mi",266,270 hrs,"40,651 ft",2:15:4.074999999999818,0,0,0,0,0,0,0,0,null,1:15:27.375,0,0,0,0,0,0,0,0,null,0:39:0.19200000000000728,58.3950066486883,7:42.50417430066335,462.50417430066335,24,66.65541360640593,7:10.839108876823047,430.83910887682305,104,2016-02-28,0:19:26.792999999999893,0,0,0,0,0,0,0,0,null
Davide880,3,18:17,2017,37:51,2017,1:23:45,2016,3:03:12,2017,"2,151 mi",308,261 hrs,"16,178 ft",3:3:11,113.30671395487144,7:11.472536320754784,431.4725363207548,44,91.0370587274079,7:21.43442196144042,441.4344219614404,149,2017-04-23,1:22:23.307999999999993,0,0,0,0,0,0,0,0,null,0:37:50.966064453125,115.69640203825793,7:6.838313155297499,426.8383131552975,41,89.16550218417173,7:16.96619209125805,436.96619209125805,146,2017-05-21,0:18:49.88300000000004,0,0,0,0,0,0,0,0,null
Ary79,0,25:22,2016,52:54,2013,1:42:00,2007,4:14:10,2011,"10,094 mi",296,677 hrs,"646,501 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:55:7.119999999999891,0,0,0,0,0,0,0,0,null,0:50:30,0,0,0,0,0,0,0,0,null,0:25:51.8900000000001,0,0,0,0,0,0,0,0,null
scubalibre2002,4,20:06,2017,41:00,2017,1:30:04,2016,3:40:43,2012,"5,062 mi",393,535 hrs,"285,896 ft",3:40:43.100000000000364,17.590181896512444,7:22.719886533825104,442.7198865338251,6,8.255913915021065,7:24.49036223475497,444.49036223475497,12,2012-10-14,1:30:3,12.273896959830324,7:9.113292263302753,429.11329226330275,3,17.09791746927312,7:27.959316123209703,447.9593161232097,23,2016-10-23,0:42:36,0,0,0,0,0,0,0,0,null,0:22:10.733999999999924,0,0,0,0,0,0,0,0,null
rajhathi,6,17:02,2014,36:01,2014,1:23:37,2015,2:51:17,2015,"1,486 mi",270,210 hrs,"21,793 ft",2:58:37.0107421875,0,0,0,0,0,0,0,0,null,1:37:56.4541015625,0,0,0,0,0,0,0,0,null,0:44:43.6630859375,0,0,0,0,0,0,0,0,null,0:25:17.29296875,0,0,0,0,0,0,0,0,null
amostime,0,21:46,2014,44:48,2014,1:38:47,2014,3:42:52,2016,524 mi,109,80 hrs,"13,625 ft",277777:46:40,0,0,0,0,0,0,0,0,null,2:1:43.8427734375,0,0,0,0,0,0,0,0,null,0:52:48.200927734375,0,0,0,0,0,0,0,0,null,0:21:34.279052734375,46.431656746912104,8:59.81325529439039,539.8132552943904,24,15.987146181069456,8:59.2057560847926,539.2057560847926,33,2017-06-21
David_Colgan,0,17:00,2014,34:39,2015,1:15:11,2015,2:35:57,2015,"7,697 mi",492,651 hrs,"327,328 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:16:19.59912109375,0,0,0,0,0,0,0,0,null,0:38:12.826000000000022,0,0,0,0,0,0,0,0,null,0:21:52.04296875,0,0,0,0,0,0,0,0,null
caa55c9b-dd40-439c-ae3d-bb966bcd526b,8,22:13,2017,44:56,2017,1:46:23,2017,5:50:33,2018,671 mi,108,105 hrs,"17,463 ft",5:56:2.1680000000014843,0,0,0,0,0,0,0,0,null,2:13:35.47607421875,0,0,0,0,0,0,0,0,null,0:45:41.077999999999975,0,0,0,0,0,0,0,0,null,0:28:42.9320068359375,0,0,0,0,0,0,0,0,null
n8bllings,0,16:22,2015,35:54,2015,1:17:30,2015,2:48:35,2017,"2,150 mi",522,441 hrs,"117,057 ft",2:48:34.9775390625,159.5020078187461,7:17.7081554350724,437.7081554350724,50,140.38663214491064,7:30.953827334927837,450.95382733492784,234,2017-12-10,1:21:1.041015625,0,0,0,0,0,0,0,0,null,0:43:31.110999999999876,0,0,0,0,0,0,0,0,null,0:24:4.9310302734375,0,0,0,0,0,0,0,0,null
overlaplighting,6,29:59,2016,1:08:02,2016,2:35:12,2016,5:40:19,2016,mi,1,1 hrs,7 ft,5:40:18.872999999999593,57.67873993893976,11:57.401461563446674,717.4014615634467,25,14.41968498473494,11:57.401461563446674,717.4014615634467,25,2016-10-09,2:33:4.064000000000306,0,0,0,0,0,0,0,0,null,1:29:8.649000000000342,0,0,0,0,0,0,0,0,null,0:35:5.773999999999887,0,0,0,0,0,0,0,0,null
dmitripetrov,12,18:37,2016,39:13,2016,1:24:48,2016,3:20:15,2015,"2,960 mi",549,423 hrs,"581,874 ft",3:4:6.2373046875,0,0,0,0,0,0,0,0,null,1:24:47.766999999999825,156.57068943376376,7:39.4470263037241,459.4470263037241,55,39.14267235844094,7:39.4470263037241,459.4470263037241,55,2016-03-06,0:39:2.2409999999999854,242.79525561203147,7:46.782542274069954,466.78254227406995,93,136.05928827966733,7:37.443593428681936,457.44359342868194,199,2016-07-16,0:0:0,0,0,0,0,0,0,0,0,null
abutov,14,20:43,2017,45:00,2016,1:34:34,2016,3:33:45,2017,841 mi,180,135 hrs,"27,159 ft",3:33:44.67578125,135.7360282722006,9:43.90641047600457,583.9064104760046,54,112.35385516312844,9:12.323677160338548,552.3236771603385,200,2017-02-26,1:34:34,119.16020231896307,8:36.673980086069946,516.67398008607,49,91.90885445793509,9:13.511107644331787,553.5111076443318,179,2016-05-15,0:0:0,0,0,0,0,0,0,0,0,null,0:0:0,0,0,0,0,0,0,0,0,null
akmych,14,20:53,2014,43:48,2014,1:40:18,2014,3:45:35,2014,391 mi,115,80 hrs,"9,210 ft",4:42:21,0,0,0,0,0,0,0,0,null,4:42:21,0,0,0,0,0,0,0,0,null,4:42:21,0,0,0,0,0,0,0,0,null,4:42:21,0,0,0,0,0,0,0,0,null
3Lant,13,18:48,2017,39:54,2017,1:26:31,2017,3:26:56,2017,"1,475 mi",273,181 hrs,"36,224 ft",3:30:58.858000000000175,0,0,0,0,0,0,0,0,null,1:26:31,76.41682136031203,8:12.644730176628059,492.64473017662806,45,61.36480865547412,8:40.975467384886656,520.9754673848867,164,2017-05-21,0:39:54,74.18273986841437,8:48.355250942162684,528.3552509421627,50,70.41102543493331,8:32.31381383363578,512.3138138336358,189,2017-09-24,0:19:16,0,0,0,0,0,0,0,0,null
sfckohb,0,19:07,2017,44:52,2017,1:39:33,2016,3:55:50,2016,536 mi,79,76 hrs,"20,535 ft",3:55:49.897000000000844,11.381481435453871,8:37.65768513933199,517.657685139332,7,2.845370358863468,8:37.65768513933199,517.657685139332,7,2016-02-07,1:39:32.613000000000284,60.3628858206884,9:5.808403382222309,545.8084033822223,36,15.608934925704533,9:3.6808708426523253,543.6808708426523,37,2016-04-20,0:44:51.955078125,26.690742698453672,11:39.451665724596296,699.4516657245963,17,35.960623587049575,10:24.700064101645467,624.7000641016455,85,2017-03-21,0:21:44.137939453125,0,0,0,0,0,0,0,0,null
sportmecluis,2,3:05.1,2015,6:31.6,2015,18:37,2016,53:49,2015,"12,572 mi",1155,"1,401 hrs","755,173 ft",4:7:27.049000000000888,0,0,0,0,0,0,0,0,null,0:51:9.43701171875,0,0,0,0,0,0,0,0,null,0:27:52.3740234375,0,0,0,0,0,0,0,0,null,0:25:39.950000000000045,0,0,0,0,0,0,0,0,null
Dade!,3,17:34,2018,42:21,2017,1:32:44,2017,4:42:09,2018,"1,517 mi",151,195 hrs,"120,337 ft",3:43:24,0,0,0,0,0,0,0,0,null,1:32:44,92.30939423666432,10:16.692036751427054,616.692036751427,24,38.928115012323246,10:3.5509454501518576,603.5509454501519,41,2017-05-27,0:42:25.160888671875,101.73881249132667,10:12.929390527823102,612.9293905278231,28,43.29584754035751,10:3.474361583026166,603.4743615830262,47,2017-06-08,0:19:32,0,0,0,0,0,0,0,0,null
giulianocarnio,12,,,41:34,2011,1:35:45,2013,3:46:12,2012,"2,540 mi",162,199 hrs,"64,493 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:35:44.587000000000444,0,NaN:NaN,NaN,0,0.8631902933293566,7:31.619227354529073,451.6192273545291,1,2013-05-25,0:41:34.04399999999987,13.75696455275662,7:26.429465583139688,446.4294655831397,10,4.535691132182552,7:29.54234990398271,449.5423499039827,11,2011-09-07,0:25:56,0,0,0,0,0,0,0,0,null
luca_zar,1,22:32,2017,47:10,2017,1:41:52,2017,3:40:49,2017,566 mi,64,90 hrs,"33,493 ft",3:40:48.8130000000001,14.696111425141675,7:48.05638029739191,468.0563802973919,5,44.939620860747375,8:53.07829408542443,533.0782940854244,64,2017-10-22,1:41:51.71799999999985,0,NaN:NaN,NaN,0,41.265593004461955,8:58.86743475039407,538.8674347503941,59,2017-10-08,0:47:21.701904296875,92.63833678680648,8:36.07748858863829,516.0774885886383,33,23.98882786180657,8:34.63810376412823,514.6381037641282,35,2017-03-03,0:22:42.861000000000104,92.77228798470956,8:27.68851944575158,507.6885194457516,31,29.85611347073632,8:30.794904637730383,510.7949046377304,42,2017-03-24
DIEGODIDO,2,,,,,,,3:40:39,2017,"1,210 mi",126,164 hrs,"15,154 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:40:37.57300000000032,0,0,0,0,0,0,0,0,null,0:44:17.103000000000065,0,0,0,0,0,0,0,0,null,0:24:3.6720000000000255,0,0,0,0,0,0,0,0,null
AlessioZen,7,20:28,2016,44:20,2016,1:37:10,2016,4:35:34,2016,832 mi,133,124 hrs,"44,050 ft",4:42:51.11699999999837,0,0,0,0,0,0,0,0,null,1:37:10.106999999999971,64.51234460503478,8:34.07167940296972,514.0716794029697,33,42.68229781566773,8:52.64454071451951,532.6445407145195,87,2016-03-13,0:44:20.35199999999986,69.59865120691298,9:43.76189234681317,583.7618923468132,30,62.38408343378859,9:5.67000041706001,545.67000041706,116,2016-06-21,0:20:42,0,0,0,0,0,0,0,0,null
Giba71,14,18:43,2018,40:41,2018,1:24:14,2017,3:02:07,2017,"1,876 mi",326,261 hrs,"72,954 ft",3:2:6.7333984375,184.5173635329545,8:14.859276216448393,494.8592762164484,76,153.22262699791557,8:40.051833973828025,520.051833973828,481,2017-09-24,1:24:14,132.999130226837,9:27.50205367600813,567.5020536760081,156,135.88306493747828,8:34.04814132420222,514.0481413242022,490,2017-03-12,0:37:32.7548828125,0,0,0,0,0,0,0,0,null,0:21:54.25700000000006,0,0,0,0,0,0,0,0,null
Prescia76,14,21:39,2016,45:05,2016,1:42:20,2015,3:37:51,2017,"1,805 mi",720,260 hrs,"48,747 ft",3:37:51.469999999999345,0,NaN:NaN,NaN,0,0,NaN:NaN,NaN,0,2017-11-19,1:42:20.457000000000335,128.91225595585772,8:20.501566135754274,500.5015661357543,104,115.7219004892274,8:28.459467636759484,508.4594676367595,423,2015-03-01,0:48:15.840000000000146,0,0,0,0,0,0,0,0,null,0:25:4.238000000000056,0,0,0,0,0,0,0,0,null
seneci.com,5,19:48,2017,47:30,2017,1:52:41,2016,7:14:44,2017,867 mi,194,175 hrs,"122,490 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:59:21.2138671875,0,0,0,0,0,0,0,0,null,0:47:37.56494140625,26.003407200413065,10:27.605191360905224,627.6051913609052,19,18.56861456726604,9:49.690466842946535,589.6904668429465,55,2017-07-13,0:19:48.0880126953125,27.19363217725156,10:0.9063776221779563,600.906377622178,17,19.05301449701532,9:45.48575910193392,585.4857591019339,56,2017-07-27
Ollina,0,22:13,2015,44:49,2015,1:41:54,2017,3:39:08,2017,917 mi,207,203 hrs,"6,795 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:42:2.631000000000313,4.7640067771053145,8:10.879724305152195,490.8797243051522,2,1.1910016942763286,8:10.879724305152195,490.8797243051522,2,2017-02-19,0:51:36.04899999999998,0,0,0,0,0,0,0,0,null,0:51:36.04899999999998,0,0,0,0,0,0,0,0,null
PietroUR,1,20:36,2016,44:54,2016,1:39:40,2016,3:25:45,2017,371 mi,49,50 hrs,"16,241 ft",3:25:45.27000000000044,64.37943773759012,8:0.6695387490806866,480.6695387490807,19,23.928888187385294,7:54.38940002851598,474.389400028516,29,2017-04-02,1:32:43.11899999999969,0,0,0,0,0,0,0,0,null,0:45:12.963999999999942,16.04043295133767,8:38.510631341008775,518.5106313410088,11,34.2213647889427,8:4.59872908489632,484.5987290848963,48,2017-10-04,0:22:24.861000000000104,0,0,0,0,0,0,0,0,null
amarasco,4,21:15,2015,44:41,2017,1:36:54,2015,3:34:28,2014,,,,,3:34:27.644000000000233,141.92919043417385,8:52.632627829493686,532.6326278294937,113,72.06096650386702,8:52.560492805406625,532.5604928054066,209,2014-12-21,1:36:54.14000000000033,103.11372778074656,8:20.040538827532316,500.0405388275323,53,107.40189715452715,8:29.341552920859783,509.3415529208598,249,2015-12-20,0:44:9,0,0,0,0,0,0,0,0,null,0:19:53.81099999999992,0,0,0,0,0,0,0,0,null
danieleMigliore,0,18:15,2017,36:53,2017,1:18:36,2017,2:53:09,2017,"1,889 mi",225,243 hrs,"79,192 ft",2:53:9.027000000000044,172.7871756962239,7:2.4460855353627267,422.4460855353627,54,74.73545730875702,7:6.129901869625428,426.1299018696254,101,2017-12-10,1:19:18.592999999999847,164.09657168049895,7:4.317623615922798,424.3176236159228,52,69.97995505317398,7:10.092474094319357,430.09247409431936,93,2017-11-12,0:41:0.31399999999985084,0,0,0,0,0,0,0,0,null,0:22:30.96199999999999,0,0,0,0,0,0,0,0,null
Run18,0,20:29,2017,42:21,2017,1:34:27,2016,3:52:55,2016,361 mi,56,50 hrs,"9,311 ft",3:57:41.05500000000029,0,0,0,0,0,0,0,0,null,1:34:26.506000000000313,132.2187729131197,9:6.980301964042042,546.980301964042,71,95.27083721691291,8:59.25553804425874,539.2555380442587,207,2016-09-04,0:47:15.31689453125,0,0,0,0,0,0,0,0,null,0:24:40.75,0,0,0,0,0,0,0,0,null
3467aaac-f140-4e22-a04c-6fc9e05581a1,0,19:55,2017,40:58,2018,1:30:18,2018,4:41:53,2017,"2,120 mi",345,272 hrs,"57,098 ft",4:41:53.453125,113.66592560256088,8:59.48332883905687,539.4833288390569,52,28.41648140064022,8:59.48332883905687,539.4833288390569,52,2017-08-06,1:30:17.70799999999963,164.1971967804607,7:40.81053466339779,460.8105346633978,108,108.71445345359938,8:12.605770429645474,492.6057704296455,221,2018-02-11,0:11:49.86700439453125,0,0,0,0,0,0,0,0,null,0:11:49.86700439453125,0,0,0,0,0,0,0,0,null
mardesanctis,0,24:30,2014,49:23,2011,1:49:11,2015,3:59:41,2012,73 mi,12,25 hrs,"8,924 ft",3:59:41.44000000000051,0,NaN:NaN,NaN,0,1.993824072808315,8:58.36077179807546,538.3607717980755,24,2012-02-26,1:49:11.331000000000131,12.458738779043998,19:32.23478708497805,1172.234787084978,5,8.523235197865793,16:21.35208902378679,981.3520890237868,13,2015-05-24,0:49:25.34999999999991,2.941089722080687,8:5.868663783025454,485.86866378302545,2,0.7352724305201718,8:5.868663783025454,485.86866378302545,2,2011-07-31,0:24:30.32400000000007,2.5980029080244074,15:55.053973317835016,955.053973317835,2,7.351338126188376,13:21.260847420818095,801.2608474208181,7,2014-11-20
AnaVirginiaVilela,0,21:14,2017,44:34,2018,1:47:45,2018,3:37:00,2018,"1,384 mi",172,186 hrs,"19,536 ft",3:41:35.115999999999985,0,0,0,0,0,0,0,0,null,1:42:49.30799999999999,0,0,0,0,0,0,0,0,null,0:43:58,0,0,0,0,0,0,0,0,null,0:18:54,0,0,0,0,0,0,0,0,null
JLCubillo,1,0:00.9,2017,36:28,2016,1:21:09,2017,2:59:33,2017,"1,525 mi",344,229 hrs,"58,825 ft",2:59:33.2724609375,149.47408898595225,7:55.8629468619157,475.8629468619157,91,100.90541884177973,8:10.811465012384701,490.8114650123847,248,2017-02-19,1:21:8.628999999999905,147.89916363229645,8:10.152717700492872,490.1527177004929,98,102.4449308412144,8:17.977529629113576,497.9775296291136,253,2017-01-29,0:36:27.972000000000207,130.5846247530043,8:13.6633016477453,493.6633016477453,73,87.4938157878385,8:24.64627054785052,504.6462705478505,208,2016-11-13,0:18:13.461999999999989,0,0,0,0,0,0,0,0,null
Mitric.A,6,23:27,2015,48:37,2015,1:48:32,2015,4:13:56,2016,"1,224 mi",133,224 hrs,"53,940 ft",4:14:49.4619140625,135.98562988975036,11:4.877416272620735,664.8774162726207,42,58.00251451109633,11:27.29989268789916,687.2998926878992,74,2017-10-15,2:13:54.58799999999974,0,0,0,0,0,0,0,0,null,0:57:25.722900390625,0,0,0,0,0,0,0,0,null,0:51:17.572998046875,0,0,0,0,0,0,0,0,null
flodum,0,24:26,2016,50:36,2016,1:57:44,2016,4:59:23,2017,"1,546 mi",321,366 hrs,"23,307 ft",5:6:52,0,0,0,0,0,0,0,0,null,2:0:11.440999999999804,0,0,0,0,0,0,0,0,null,0:52:23,0,0,0,0,0,0,0,0,null,0:24:47.309999999999945,0,0,0,0,0,0,0,0,null
