user,level,5K,5KYear,10K,10KYear,half,halfYear,marathon,marathonYear,distance,activities,time,elevation,marathonRecord,marathonTrainDis3,marathonTrainPace3,marathonTrainPaceSec3,marathonTrainDays3,marathonTrainDis12,marathonTrainPace12,marathonTrainPaceSec12,marathonTrainDays12,marathonDate,halfRecord,halfTrainDis3,halfTrainPace3,halfTrainPaceSec3,halfTrainDays3,halfTrainDis12,halfTrainPace12,halfTrainPaceSec12,halfTrainDays12,halfDate,10KRecord,10KTrainDis3,10KTrainPace3,10KTrainPaceSec3,10KTrainDays3,10KTrainDis12,10KTrainPace12,10KTrainPaceSec12,10KTrainDays12,10KDate,5KRecord,5KTrainDis3,5KTrainPace3,5KTrainPaceSec3,5KTrainDays3,5KTrainDis12,5KTrainPace12,5KTrainPaceSec12,5KTrainDays12,5KDate
7c4b3a96-fa93-4cb4-b468-07384aaa6cd7,14,22:56,2017,48:02,2017,1:49:50,2017,4:12:27,2017,508 mi,72,75 hrs,"15,125 ft",3:59:50.9775390625,0,0,0,0,0,0,0,0,null,1:45:43.8349609375,0,0,0,0,0,0,0,0,null,0:47:45.44091796875,61.63409716790605,8:59.070142813755524,539.0701428137555,26,36.103815143548594,8:59.604820897869445,539.6048208978694,59,2018-01-29,0:26:8.4439697265625,0,0,0,0,0,0,0,0,null
Alex.max,14,23:09,2017,47:22,2017,1:47:17,2017,4:10:07,2017,"1,272 mi",165,182 hrs,"45,014 ft",4:10:6.987999999999374,100.3990453717351,9:6.473372947147936,546.4733729471479,37,79.78307823846022,9:18.95699262988728,558.9569926298873,141,2017-12-10,1:47:17.18408203125,88.5906686384895,8:39.41489316043351,519.4148931604335,46,32.27474565142646,8:44.65281279099338,524.6528127909934,65,2017-05-07,0:48:46,0,0,0,0,0,0,0,0,null,0:24:8,0,0,0,0,0,0,0,0,null
Borbone76,14,21:39,2015,44:03,2013,1:37:57,2014,3:45:59,2016,"2,044 mi",220,298 hrs,"60,980 ft",3:54:51.35699999999997,0,0,0,0,0,0,0,0,null,1:37:57,141.16595623050446,8:48.151987378543026,528.151987378543,70,109.38079430076931,8:56.72978385859483,536.7297838585948,200,2014-04-21,0:45:54.909999999999854,0,0,0,0,0,0,0,0,null,0:20:14,0,0,0,0,0,0,0,0,null
CINGHIALE77,14,18:11,2017,36:47,2017,1:24:57,2017,3:05:42,2017,"1,561 mi",223,203 hrs,"49,479 ft",3:5:39,99.06164431796059,7:22.94934703310838,442.9493470331084,29,71.27392343289796,7:24.781225373026302,444.7812253730263,89,2017-11-26,1:24:57,86.56786857953675,7:22.956093884230427,442.9560938842304,24,102.36102537165209,7:32.99216404661763,452.99216404661763,139,2017-03-19,0:36:47,77.51515113856199,7:25.14854829244075,445.14854829244075,22,105.14430294406405,7:34.71330426814944,454.71330426814944,147,2017-01-29,0:28:23,0,0,0,0,0,0,0,0,null
bambidavidetesini,14,19:27,2017,40:04,2017,1:25:38,2017,3:05:52,2017,"1,740 mi",207,211 hrs,"19,756 ft",3:14:24.127000000000407,0,0,0,0,0,0,0,0,null,1:25:37.72900000000027,56.041255007228635,7:19.807102764218882,439.8071027642189,17,74.31255670026222,7:33.29616773295345,453.29616773295345,105,2017-11-19,0:42:7.065000000000055,0,0,0,0,0,0,0,0,null,0:22:33.5799560546875,0,0,0,0,0,0,0,0,null
emanueleberti,14,19:38,2012,39:31,2013,1:25:52,2013,3:26:12,2013,"1,459 mi",179,257 hrs,"66,031 ft",3:46:1.298000000000684,0,0,0,0,0,0,0,0,null,1:32:57.42199999999957,0,0,0,0,0,0,0,0,null,0:39:43.860999999999876,49.25004867419771,8:40.183154257238016,520.183154257238,27,24.510853828277437,8:50.23494235329247,530.2349423532925,53,2015-08-30,0:21:48.77600000000007,0,0,0,0,0,0,0,0,null
Raggiodisole26,14,18:02,2017,36:47,2017,1:21:48,2015,4:02:15,2016,"1,040 mi",328,154 hrs,"28,038 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:21:48.35400000000027,4.374300437860655,6:22.861371882755122,382.8613718827551,1,1.0935751094651638,6:22.861371882755122,382.8613718827551,1,2015-12-20,0:36:46.93505859375,81.87789377105724,7:42.815065191759686,462.8150651917597,101,31.581104624169225,7:53.92497929474638,473.9249792947464,140,2017-05-30,0:23:13.489013671875,0,0,0,0,0,0,0,0,null
giodrummer89,14,21:39,2014,44:31,2017,1:40:45,2014,4:00:28,2012,406 mi,53,58 hrs,"16,227 ft",4:4:25.889999999999418,0,0,0,0,0,0,0,0,null,1:44:21.179000000000087,0,0,0,0,0,0,0,0,null,0:50:0.6700000000000728,0,0,0,0,0,0,0,0,null,0:24:57.40599999999995,0,0,0,0,0,0,0,0,null
ivandavide,14,19:06,2016,41:10,2016,1:32:38,2017,3:24:30,2017,"1,073 mi",146,139 hrs,"54,669 ft",3:24:30.203125,107.04875309505111,7:24.850596594552712,444.8505965945527,52,96.70149413827869,7:31.043931379757225,451.0439313797572,254,2017-04-02,1:31:23.01800000000003,0,0,0,0,0,0,0,0,null,0:41:45.10600000000022,0,0,0,0,0,0,0,0,null,0:22:24.801999999999907,0,0,0,0,0,0,0,0,null
-GASTONE-,0,,,,,1:32:49,2016,5:03:52,2017,380 mi,56,64 hrs,"25,410 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:54:33.055999999999585,0,0,0,0,0,0,0,0,null,0:45:9.76299999999992,0,0,0,0,0,0,0,0,null,0:45:9.76299999999992,0,0,0,0,0,0,0,0,null
AlessandroRistori,2,17:31,2017,35:19,2017,1:16:47,2017,2:44:53,2016,,,,,10:11:7.900000000001455,0,0,0,0,0,0,0,0,null,1:18:19.48999999999978,0,0,0,0,0,0,0,0,null,0:43:9.829999999999927,0,0,0,0,0,0,0,0,null,0:22:28.603000000000065,0,0,0,0,0,0,0,0,null
BeppeCascio,7,21:53,2016,45:41,2017,1:39:42,2016,3:45:24,2016,690 mi,117,95 hrs,"11,044 ft",3:35:29.55078125,0,0,0,0,0,0,0,0,null,1:40:2.91796875,58.76474239180865,8:18.129038089977712,498.1290380899777,38,58.84183336547807,8:24.133932687550384,504.1339326875504,114,2017-09-16,0:45:41.02490234375,72.29286355758288,8:20.952609185665835,500.95260918566584,35,63.70722271451988,8:21.24351459745327,501.24351459745327,110,2017-05-24,0:23:32.321044921875,0,0,0,0,0,0,0,0,null
skiathos74,8,23:49,2016,51:40,2016,1:59:15,2017,4:45:22,2017,181 mi,22,60 hrs,"4,074 ft",4:45:22.23046875,39.4535027590244,9:10.607088596046196,550.6070885960462,15,30.6593800559352,8:46.06431406984677,526.0643140698468,58,2017-04-02,1:50:28.146999999999935,0,0,0,0,0,0,0,0,null,0:51:47.01200000000017,19.490878248225982,8:24.994894260132696,504.9948942601327,13,44.995107207509506,9:15.009665862043448,555.0096658620434,102,2016-08-01,0:25:38.159000000000106,0,0,0,0,0,0,0,0,null
Valentieffe,11,19:47,2017,41:52,2017,1:30:15,2016,3:11:41,2017,"1,621 mi",205,226 hrs,"33,652 ft",3:11:40,177.70338044447115,7:46.42752425603635,466.42752425603635,59,125.65787388998801,7:57.558221762336075,477.5582217623361,182,2017-11-19,1:30:15,124.33993852552395,8:14.623910836516245,494.62391083651625,48,83.57380613584871,8:16.95745298260431,496.9574529826043,145,2016-05-22,0:44:53.32999999999993,0,0,0,0,0,0,0,0,null,0:19:47,99.63326548719766,7:53.64604900222105,473.64604900222105,41,122.72434914684878,7:58.380496207282306,478.3804962072823,172,2017-06-21
1fd96ca0-0dd2-4b95-8984-55baed877ef1,11,22:43,2017,47:31,2017,1:43:31,2017,3:47:03,2017,493 mi,78,75 hrs,"19,843 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null
Marsili1969,2,17:04,2016,35:56,2016,1:17:15,2016,2:37:58,2016,"1,876 mi",228,202 hrs,"106,427 ft",2:37:58.09200000000055,113.87140276966544,7:1.3147858001716486,421.31478580017165,59,28.46785069241636,7:1.3147858001716486,421.31478580017165,59,2016-11-27,1:17:15.414999999999964,67.81975219655261,7:5.408233819328871,425.40823381932887,30,16.954938049138153,7:5.408233819328871,425.40823381932887,30,2016-11-13,0:34:24.940000000000055,0,0,0,0,0,0,0,0,null,0:17:44.91300000000001,0,0,0,0,0,0,0,0,null
claudiolanducci,3,17:50,2014,41:35,2013,1:29:38,2013,3:22:48,2014,"1,218 mi",190,181 hrs,"62,104 ft",3:22:48.29999999999927,16.161264866342727,8:28.868895350334867,508.86889535033487,9,32.40386794172354,8:48.688633637094654,528.6886336370947,61,2014-11-30,1:30:0.7680000000000291,6.833041288147108,6:57.51116079873765,417.51116079873765,4,10.111207078678214,7:58.000809305794746,478.00080930579475,46,2013-03-24,0:41:42.40000000000009,44.54515101428743,10:27.628650109027603,627.6286501090276,13,16.860663377533648,10:29.83587965762456,629.8358796576246,22,2010-07-16,0:19:42.44599999999991,0,0,0,0,0,0,0,0,null
giabe07,14,18:26,2016,37:46,2016,1:23:44,2016,2:55:24,2014,,,,,2:55:20.056000000000495,90.6438042924429,7:39.98480159563957,459.98480159563957,41,120.58887701376551,7:34.7093806759147,454.7093806759147,193,2016-12-18,1:23:44.422999999999774,164.5482703054254,7:36.49402164630362,456.4940216463036,64,129.39176722548785,7:31.619824195088768,451.61982419508877,205,2016-03-20,0:38:53.06100000000015,0,0,0,0,0,0,0,0,null,0:19:52.990966796875,0,0,0,0,0,0,0,0,null
Alexander_Runner,0,27:17,2016,57:15,2016,2:08:34,2016,5:27:01,2016,72 mi,14,13 hrs,"1,674 ft",5:27:0.8009999999994761,25.886363353921485,10:28.31501065995576,628.3150106599558,8,20.439726844544968,11:4.554877370674603,664.5548773706746,34,2016-05-08,2:8:34.40599999999995,12.44213777076317,10:37.472981958482706,637.4729819584827,5,14.693687577930495,11:14.8593195144432,674.8593195144432,28,2016-03-06,0:57:14.57400000000007,15.755711451071042,10:32.74349945792551,632.7434994579255,5,13.968136006064597,11:21.345205678690263,681.3452056786903,26,2016-02-20,0:30:2.8420000000000982,0,0,0,0,0,0,0,0,null
bogmalbieg,1,22:36,2017,45:57,2017,1:44:07,2016,3:50:56,2017,"2,790 mi",268,380 hrs,"98,029 ft",3:50:55.65234375,132.7015959783588,10:36.962399691082396,636.9623996910824,33,72.27534263859063,9:56.15576613103508,596.1557661310351,90,2017-04-30,1:44:6.855999999999767,60.54866384149196,10:9.212711336319103,609.2127113363191,30,15.13716596037299,10:9.212711336319103,609.2127113363191,30,2016-11-13,0:45:57.487060546875,126.4787343112701,10:45.75294942970743,645.7529494297074,31,70.09807896557483,9:59.906394977361856,599.9063949773619,87,2017-04-22,0:12:24.9959716796875,0,0,0,0,0,0,0,0,null
Daniel_Walczak,6,18:39,2016,42:57,2015,1:37:36,2016,3:50:17,2016,"1,615 mi",206,187 hrs,"34,065 ft",3:50:17,92.03577864217631,8:20.663988286005974,500.663988286006,46,56.01198628008998,8:3.124270306747121,483.1242703067471,100,2016-05-15,1:37:36,123.53877573000939,8:53.30893837997667,533.3089383799767,49,91.12187708418774,8:22.055614566994393,502.0556145669944,157,2016-08-28,0:42:7,0,0,0,0,0,0,0,0,null,0:18:39,110.10412135823798,8:29.148364673262847,509.14836467326285,49,77.80881085828143,8:12.924039196407023,492.924039196407,139,2016-07-20
pkrzysztof74,14,26:17,2017,55:18,2017,2:12:38,2017,5:19:49,2017,"1,075 mi",178,167 hrs,"16,984 ft",5:19:48,74.12204379493302,10:1.955055091246436,601.9550550912464,41,67.13782771626944,10:26.3520296396174,626.3520296396174,148,2017-04-23,2:12:37.7900390625,77.01689735776779,10:18.546519944436227,618.5465199444362,45,63.44072522386249,10:29.21130817049243,629.2113081704924,138,2017-03-19,0:55:17,74.4272289473415,10:11.664145104015233,611.6641451040152,37,65.18501423598924,10:26.532878428709523,626.5328784287095,140,2017-06-03,0:26:16.93505859375,69.56649927386772,10:24.283021553074605,624.2830215530746,41,61.19188765913455,10:29.741805908116362,629.7418059081164,133,2017-03-04
Magda_z_Fejsbuka,14,,,59:44,2016,2:20:59,2017,5:03:46,2016,785 mi,152,144 hrs,"19,376 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null
m4R3k,14,18:50,2012,38:33,2015,1:26:35,2012,3:23:57,2012,"1,726 mi",243,219 hrs,"155,944 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:31:19.79399999999987,0,0,0,0,0,0,0,0,null,0:38:32.771999999999935,84.75993678568024,8:29.8918542449274,509.8918542449274,53,51.741321494111446,8:48.32309124106371,528.3230912410637,119,2015-06-20,0:18:53.144000000000005,111.08891015364476,9:3.7873884061267518,543.7873884061268,57,29.32578779706795,9:2.481152654908442,542.4811526549084,62,2015-03-14
edi1980,12,20:25,2017,42:45,2017,1:38:14,2017,5:35:06,2016,"1,282 mi",318,186 hrs,"58,635 ft",5:48:28.300999999999476,0,0,0,0,0,0,0,0,null,1:38:14.01708984375,127.12544042494909,8:29.840974163717817,509.8409741637178,99,97.95564645038748,8:49.336565252047194,529.3365652520472,305,2017-07-29,0:42:44.501953125,137.57061276817933,8:29.396795631845862,509.39679563184586,88,114.18300723496607,8:46.0972818865896,526.0972818865896,341,2017-09-10,0:20:24.56494140625,134.71555443214126,8:28.896077616628872,508.8960776166289,88,110.58943528103573,8:46.51633416343998,526.51633416344,331,2017-09-02
8e2c7b96-d7bd-4590-ae42-601042a083c2,3,20:03,2017,42:06,2017,1:30:03,2017,3:43:10,2017,"1,583 mi",211,278 hrs,"120,131 ft",3:43:9.819999999999709,131.3638838359203,9:43.46164939114897,583.461649391149,42,109.07892456835954,9:7.99482456342821,547.9948245634282,157,2017-10-15,1:30:3.1090000000003783,119.9807995824375,9:8.158810094814498,548.1588100948145,39,110.07815147711302,9:7.578556541206694,547.5785565412067,156,2017-10-22,0:42:55.02300000000014,0,0,0,0,0,0,0,0,null,0:26:38.988000000000056,0,0,0,0,0,0,0,0,null
Dorota93,0,20:36,2017,42:24,2017,1:33:10,2017,3:26:27,2017,"1,374 mi",165,193 hrs,"25,242 ft",3:26:27.4072265625,132.03858334415074,8:10.910873801211778,490.9108738012118,45,95.90358061675524,8:27.793231160439177,507.7932311604392,133,2017-04-23,1:26:14.347999999999956,0,0,0,0,0,0,0,0,null,0:42:24.06396484375,101.85663517807733,8:19.42308856727709,499.4230885672771,36,87.0102439391542,8:31.56188897389484,511.56188897389484,119,2017-03-11,0:20:55.7110595703125,0,0,0,0,0,0,0,0,null
gruby82,1,21:17,2017,43:42,2017,1:41:28,2016,3:59:43,2016,"1,714 mi",239,264 hrs,"57,458 ft",3:59:59.2451171875,123.51722189557005,8:42.401251538212364,522.4012515382124,48,31.989114981723876,8:40.40010075416126,520.4001007541613,49,2017-04-02,1:43:9.010000000000218,0,0,0,0,0,0,0,0,null,0:43:42.010009765625,89.00426425333588,8:45.27218215978223,525.2721821597822,35,23.360875571165337,8:42.39552505751726,522.3955250575173,36,2017-03-11,0:22:34.8900000000001,0,0,0,0,0,0,0,0,null
adammaliszewski,2,19:37,2017,39:51,2017,1:26:27,2017,3:04:12,2017,"2,902 mi",367,343 hrs,"116,807 ft",3:4:11.80078125,149.84943058470398,8:20.929892834466273,500.9298928344663,54,104.62581397603533,8:17.663707669189932,497.66370766918993,146,2017-10-15,1:26:26.9248046875,107.24765238523149,7:49.04970303375325,469.04970303375325,36,95.91877988642058,8:16.30528139147208,496.3052813914721,136,2017-06-17,0:39:50.998046875,137.46558971484754,8:19.96772795115453,499.96772795115453,49,100.61531121121794,8:17.086780016202965,497.08678001620297,142,2017-11-11,0:19:27.02197265625,98.97776265959571,8:20.41258035928405,500.41258035928405,44,104.2952420002872,8:4.873921465978924,484.8739214659789,158,2018-02-17
Runner-Against-Cancer-26.2,3,19:16,2015,41:26,2016,1:31:13,2016,3:27:45,2015,"1,863 mi",342,320 hrs,"81,913 ft",3:29:9,55.375998856674165,8:20.01401759508832,500.0140175950883,25,13.843999714168541,8:20.01401759508832,500.0140175950883,25,2016-05-14,1:31:13.13799999999992,137.31675717996194,8:15.388072538850281,495.3880725388503,56,88.39337865211824,8:16.33467652216092,496.3346765221609,149,2016-12-23,0:41:25.64300000000003,98.23972145931457,8:27.71322358973913,507.71322358973913,42,43.07190369965329,8:22.60271910946267,502.60271910946267,76,2016-08-28,0:19:45,0,0,0,0,0,0,0,0,null
abrilzavala,0,4:24.8,2015,12:00,2015,2:16:23,2016,5:30:23,2016,937 mi,337,325 hrs,"43,901 ft",5:30:22.9900000000016,44.385866255732175,17:6.246817794557728,1026.2468177945577,26,28.264461932634926,23:11.925545128030762,1391.9255451280308,136,2016-10-02,1:20:0.10498046875,0,0,0,0,0,0,0,0,null,1:2:15.06399999999985,0,0,0,0,0,0,0,0,null,0:30:51,0,0,0,0,0,0,0,0,null
Bluemanatee,0,33:53,2017,1:11:58,2017,2:47:31,2017,6:13:06,2017,845 mi,228,197 hrs,"33,004 ft",6:25:32.705000000001746,0,0,0,0,0,0,0,0,null,2:47:30.612999999999374,64.29383914716527,12:40.00811777054366,760.0081177705437,49,25.88246895591872,12:39.687220861511946,759.687220861512,77,2017-05-20,1:13:57.52294921875,0,0,0,0,0,0,0,0,null,0:32:30.9820556640625,0,0,0,0,0,0,0,0,null
Kodakan,14,19:18,2017,39:42,2017,1:36:04,2017,3:35:54,2017,"1,620 mi",189,238 hrs,"72,397 ft",3:40:31.779296875,0,0,0,0,0,0,0,0,null,1:36:3.76513671875,97.29500860170407,9:5.5999770930257,545.5999770930257,31,102.42585770633006,9:28.60237406340525,568.6023740634053,123,2017-05-07,0:40:25.373000000000047,0,0,0,0,0,0,0,0,null,0:19:26.7840576171875,129.17869420726154,9:1.9502575823121333,541.9502575823121,42,108.82273415903154,9:22.126574805275027,562.126574805275,131,2017-06-01
MichaelGermany1972,14,22:05,2016,45:17,2015,1:38:51,2016,3:39:46,2015,"1,311 mi",256,234 hrs,"54,651 ft",3:39:46.00799999999981,114.84258971586695,9:34.0730638036506,574.0730638036506,46,61.80795491733667,9:39.39842799461144,579.3984279946114,111,2015-10-04,1:38:50.83299999999963,150.48425648609577,10:9.439156459580204,609.4391564595802,59,83.72525227733111,10:23.443070203397838,623.4430702033978,174,2016-10-03,0:45:17.213000000000193,97.21633920323448,9:27.96966215629982,567.9696621562998,37,46.61405296581208,9:37.81410224982869,577.8141022498287,82,2015-08-30,0:22:4.9780000000000655,153.88742175881623,10:4.536606068240644,604.5366060682406,63,92.23470853476165,10:21.41373976441082,621.4137397644108,190,2016-10-19
70cd4237-e9e5-4474-bc52-9f3901ca3628,14,18:41,2018,41:17,2018,1:40:46,2017,3:31:24,2017,"2,900 mi",266,533 hrs,"96,462 ft",3:31:23.7900390625,206.89313631675097,11:55.135694207596885,715.1356942075969,53,160.44450934337476,11:5.3593222784109,665.3593222784109,208,2017-09-24,2:16:47.658203125,0,0,0,0,0,0,0,0,null,0:41:17.217041015625,253.6544792605148,10:46.99721547876243,646.9972154787624,68,217.73698308080807,11:1.7209048476181579,661.7209048476182,252,2018-01-22,0:24:57,0,0,0,0,0,0,0,0,null
christian_bruness,13,19:38,2017,40:13,2017,1:28:08,2017,3:13:28,2017,"3,231 mi",267,563 hrs,"170,144 ft",3:13:29.48046875,214.76088093444946,9:1.0847574602363466,541.0847574602363,67,211.29487684823198,11:32.1447375513859,692.1447375513859,203,2017-10-29,1:28:8,247.75218518708564,10:51.09087399618056,651.0908739961806,59,199.19154979023736,11:47.61856357163424,707.6185635716342,188,2017-09-17,0:39:38.80908203125,0,0,0,0,0,0,0,0,null,0:20:28.61500000000001,0,0,0,0,0,0,0,0,null
Buggi24,14,3:13.1,2017,7:38.1,2017,1:19:45,2017,3:06:31,2017,"1,002 mi",222,911 hrs,"14,612 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,1:57:41.261999999999716,0,0,0,0,0,0,0,0,null,0:30:57.6109619140625,0,0,0,0,0,0,0,0,null
PETERKLEE,14,18:54,2017,39:32,2016,1:28:38,2015,3:10:51,2015,"1,882 mi",225,286 hrs,"112,215 ft",3:2:47.05078125,0,0,0,0,0,0,0,0,null,1:29:9.90899999999965,57.749429372703524,8:38.17916918635035,518.1791691863504,28,16.20039063632711,8:34.57943332799334,514.5794333279933,30,2016-05-08,0:39:29,115.93868500958985,8:33.55078184997922,513.5507818499792,49,79.84738205309836,8:36.53431341355099,516.534313413551,141,2016-12-31,0:22:33.74299999999994,0,0,0,0,0,0,0,0,null
ReneFatBoysRun,14,19:02,2017,45:05,2017,1:39:23,2016,3:55:57,2016,934 mi,151,132 hrs,"17,070 ft",3:55:57.05500000000029,95.68750543701147,8:59.55050973001721,539.5505097300172,38,77.38740052858113,8:31.606497262359312,511.6064972623593,157,2016-10-09,1:39:23.113000000000284,85.2256784354663,8:17.785434063247408,497.7854340632474,46,53.24477529090601,8:24.233675573150094,504.2336755731501,128,2016-03-20,0:45:13.018000000000029,72.71594566716792,8:27.12218613122178,507.1221861312218,43,18.17898641679198,8:27.12218613122178,507.1221861312218,43,2015-09-26,0:18:59.419000000000096,85.35124336684605,8:14.026851123517986,494.026851123518,38,60.812060637694145,8:22.627742416178705,502.6277424161787,137,2016-04-12
lixiie,10,29:15,2016,45:30,2015,1:56:07,2016,3:59:14,2016,159 mi,40,26 hrs,"2,006 ft",3:59:14.424999999999272,41.60832394053197,9:37.34244112487738,577.3424411248774,16,13.171244130950434,9:34.28634591875061,574.2863459187506,23,2016-09-25,1:56:7.399999999999636,10.617060435141179,9:21.575180573308444,561.5751805733084,8,5.237784350793568,9:21.714005485846315,561.7140054858463,14,2016-08-21,1:8:34.14892578125,0,0,0,0,0,0,0,0,null,0:29:14.7430419921875,21.036586236600357,9:38.96335265370783,578.9633526537078,16,22.51766558467914,9:37.22988276095782,577.2298827609578,45,2017-06-08
razvaldinho,10,24:03,2012,46:52,2014,1:53:23,2012,5:55:46,2012,701 mi,77,149 hrs,"130,669 ft",6:34:55.150000000001455,0,0,0,0,0,0,0,0,null,2:9:40,0,0,0,0,0,0,0,0,null,0:11:27,0,0,0,0,0,0,0,0,null,0:11:27,0,0,0,0,0,0,0,0,null
cosminrogoveanu,12,19:58,2014,42:18,2013,1:35:15,2013,3:51:00,2012,360 mi,97,84 hrs,"14,186 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:35:14.953999999999724,27.936176734976243,9:8.654998334475295,548.6549983344753,16,9.055998111026879,8:56.98370483816814,536.9837048381681,20,2013-04-21,0:42:18.057999999999993,10.375394053877157,9:35.870111757402924,575.8701117574029,7,18.74266883732876,8:54.62467131200606,534.6246713120061,37,2013-10-06,0:19:58,12.694154125293599,8:53.179651031700814,533.1796510317008,8,19.61834716923293,8:54.55565477571815,534.5556547757182,41,2014-01-23
AngelAragorn,4,23:40,2017,52:01,2017,1:56:55,2017,4:22:41,2017,"1,574 mi",381,276 hrs,"100,794 ft",4:22:41,36.79651912403646,9:51.749531909004304,591.7495319090043,36,33.912613258708056,9:33.606131740791284,573.6061317407913,127,2017-04-30,1:57:31,45.64893685248592,9:46.29241227812531,586.2924122781253,40,35.7116758143727,9:33.808055057308934,573.8080550573089,129,2017-05-21,0:53:49,0,0,0,0,0,0,0,0,null,0:22:54.23299999999995,0,0,0,0,0,0,0,0,null
Zar4o,11,19:11,2017,40:31,2017,1:34:27,2017,3:18:21,2017,"2,100 mi",303,551 hrs,"366,778 ft",3:18:21.486328125,69.39495059417231,8:33.7799605041871,513.7799605041871,41,42.904023771998574,9:0.6961843316505565,540.6961843316506,98,2017-10-15,1:36:12.89599609375,0,0,0,0,0,0,0,0,null,0:40:30.5048828125,47.29895703557048,9:5.5145284709183215,545.5145284709183,30,40.61624588238416,9:10.473904638571526,550.4739046385715,90,2017-09-06,0:19:47.4599609375,0,0,0,0,0,0,0,0,null
Andrepuntocero,0,12:02,2016,24:27,2016,1:40:54,2016,5:56:27,2017,716 mi,120,103 hrs,"25,789 ft",5:56:26.794921875,55.60704780942162,11:17.913237432067035,677.913237432067,21,43.92694983749678,11:14.469698191169186,674.4696981911692,80,2017-06-18,1:49:43.42199999999957,0,0,0,0,0,0,0,0,null,0:48:59.335999999999785,0,0,0,0,0,0,0,0,null,0:31:2.2210000000000036,0,0,0,0,0,0,0,0,null
Biboudoo,0,12:26,2017,26:43,2017,1:02:58,2017,2:20:54,2017,831 mi,190,148 hrs,"34,961 ft",2:41:42.7578125,0,0,0,0,0,0,0,0,null,1:22:32.19482421875,0,0,0,0,0,0,0,0,null,0:36:48.408935546875,0,0,0,0,0,0,0,0,null,0:31:52.2030029296875,0,0,0,0,0,0,0,0,null
Bradtfelderman,3,21:25,2017,47:07,2017,1:45:45,2017,3:41:35,2017,"2,371 mi",345,556 hrs,"130,560 ft",3:41:34.548828125,205.11667992120445,12:12.092818992655339,732.0928189926553,60,95.81122199968833,11:53.30692481273195,713.306924812732,202,2017-12-16,1:3:21.39599609375,0,0,0,0,0,0,0,0,null,0:46:49.59999999999991,9.90687279671584,13:13.224006665191723,793.2240066651917,12,2.47671819917896,13:13.224006665191723,793.2240066651917,12,2016-02-08,0:30:31.125999999999976,0,0,0,0,0,0,0,0,null
swanepoeledwin,8,18:11,2017,38:40,2017,1:26:02,2017,3:33:35,2015,"1,491 mi",238,247 hrs,"80,721 ft",3:49:29,0,0,0,0,0,0,0,0,null,1:28:13.019000000000233,0,0,0,0,0,0,0,0,null,0:38:40.146000000000186,150.92017032295982,9:7.544401826080843,547.5444018260808,68,105.92243475643409,9:25.804937834858606,565.8049378348586,217,2017-12-17,0:18:10.616999999999962,146.24790914749022,9:10.61606035861189,550.6160603586119,67,102.64468576046481,9:24.030882527749895,564.0308825277499,211,2017-12-09
Zamawg,0,20:50,2017,44:56,2017,1:39:13,2017,3:50:44,2017,"1,146 mi",168,188 hrs,"77,995 ft",3:50:44.3779296875,81.56794991372871,8:45.056836147349486,525.0568361473495,32,102.95756741406723,8:52.330764878914124,532.3307648789141,154,2017-11-04,1:39:12.68115234375,160.8038848242711,8:48.62779241621945,528.6277924162194,52,91.14944694031357,8:51.04774677398268,531.0477467739827,142,2017-05-06,0:45:47.23900000000003,0,0,0,0,0,0,0,0,null,0:20:49.93603515625,101.46432084623329,8:51.998765594272186,531.9987655942722,38,59.65347286941807,8:52.14110875548977,532.1411087554898,102,2017-02-28
Antonio.Ale,10,,,44:37,2013,1:39:18,2011,4:04:58,2012,973 mi,132,147 hrs,"44,579 ft",4:4:57.95999999999913,76.41824391779653,8:20.01127184283365,500.01127184283365,33,58.902153470781,8:31.298496326448287,511.2984963264483,104,2012-03-18,1:19:4.079999999999927,0,0,0,0,0,0,0,0,null,0:4:42,0,0,0,0,0,0,0,0,null,0:4:42,0,0,0,0,0,0,0,0,null
danimari59,14,27:45,2017,56:07,2018,2:08:02,2017,4:53:09,2017,"1,462 mi",177,238 hrs,"51,319 ft",5:3:20.087890625,0,0,0,0,0,0,0,0,null,2:7:49.369140625,83.68430960244103,10:31.774565485012545,631.7745654850125,35,87.65164799596835,10:24.395995963896098,624.3959959638961,146,2018-01-16,0:56:7.25,90.95195764401011,10:35.87970054771597,635.879700547716,36,85.84343730243806,10:25.393290280889005,625.393290280889,143,2018-01-08,0:29:52.8280029296875,0,0,0,0,0,0,0,0,null
MarcoAbordi,13,,,,,,,7:34:00,2014,0 mi,0,0 hrs,0 ft,13:8:50,0,0,0,0,0,0,0,0,null,2:30:6.0900000000001455,0,0,0,0,0,0,0,0,null,0:56:11,0,0,0,0,0,0,0,0,null,0:38:1.9800000000000182,0,0,0,0,0,0,0,0,null
